,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,price,total,region,Restaurant or Attraction?
10,-TDMW5TWfFlnnRgQZ71yeg,laceys-bridge-tavern-staten-island,Lacey's Bridge Tavern,https://s3-media2.fl.yelpcdn.com/bphoto/c7ogUnQqK9ZZ3XjrCHrHDg/o.jpg,False,https://www.yelp.com/biz/laceys-bridge-tavern-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,144,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,['delivery'],+17182737514,(718) 273-7514,697.5408998877575,40.63416,-74.143747,75 Innis St,,,Staten Island,10302,US,NY,"['75 Innis St', 'Staten Island, NY 10302']",$$,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
11,4M2PpUYrz--1S-0kqMymnw,happy-home-cuisine-staten-island,Happy Home Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/utiojNFmnmDqrBlepXfL0g/o.jpg,False,https://www.yelp.com/biz/happy-home-cuisine-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,3,"[{'alias': 'cantonese', 'title': 'Cantonese'}]",4.5,[],+16463294283,(646) 329-4283,2012.5783674419106,40.61233224611743,-74.1296760108053,1970 Victory Blvd,Ste 5,,Staten Island,10314,US,NY,"['1970 Victory Blvd', 'Ste 5', 'Staten Island, NY 10314']",,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
12,s63N2t9IwXIABlVXR26CWg,pho-mac-vietnamese-restaurant-staten-island,Pho Mac Vietnamese Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/IFMlFzFLsQ0JDdoCY16yxA/o.jpg,False,https://www.yelp.com/biz/pho-mac-vietnamese-restaurant-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,339,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.0,['delivery'],+17189829292,(718) 982-9292,2279.123712689236,40.613872,-74.15747,1407 Richmond Ave,,,Staten Island,10314,US,NY,"['1407 Richmond Ave', 'Staten Island, NY 10314']",$$,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
13,CJx6Cu6h0WcH3CeGdHwzqQ,wild-crab-house-staten-island,Wild Crab House,https://s3-media2.fl.yelpcdn.com/bphoto/FjLuzmkBNw-CsTPQC_1EIw/o.jpg,False,https://www.yelp.com/biz/wild-crab-house-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,18,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"['delivery', 'pickup']",+19292192466,(929) 219-2466,792.5381132403228,40.626647,-74.130259,1209 Forest Ave,,,Staten Island,10310,US,NY,"['1209 Forest Ave', 'Staten Island, NY 10310']",,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
14,el0dqogjimS8DtXaUdEZUw,osteria-santina-staten-island,Osteria  Santina,https://s3-media3.fl.yelpcdn.com/bphoto/wQW8YVRXkFiA7UWN6jjbmQ/o.jpg,False,https://www.yelp.com/biz/osteria-santina-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,44,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,[],+17184486100,(718) 448-6100,772.9386300560076,40.6246,-74.13201,502 Jewett Ave,,,Staten Island,10302,US,NY,"['502 Jewett Ave', 'Staten Island, NY 10302']",,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
15,wob2d43mnUOksdKD51wJ3A,sakai-ramen-staten-island,Sakai Ramen,https://s3-media2.fl.yelpcdn.com/bphoto/Re11j7yTAeKlR6KZoDS6pg/o.jpg,False,https://www.yelp.com/biz/sakai-ramen-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,78,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"['delivery', 'pickup']",+17185012228,(718) 501-2228,970.4444132172695,40.623464,-74.148136,965 Richmond Ave,Ste F,,Staten Island,10314,US,NY,"['965 Richmond Ave', 'Ste F', 'Staten Island, NY 10314']",$$,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
16,v9ET78-J8Xc7o02QdWhgGQ,la-bottiglia-staten-island-2,La Bottiglia,https://s3-media4.fl.yelpcdn.com/bphoto/asZz-lipn2YUHPBE4vFwRQ/o.jpg,False,https://www.yelp.com/biz/la-bottiglia-staten-island-2?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,10,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,[],,,646.2442670556215,40.63418,-74.13582,293 Port Richmond Ave,,,Staten Island,10302,US,NY,"['293 Port Richmond Ave', 'Staten Island, NY 10302']",,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
17,S92X8XvPVnQcqh7Mcp69DQ,ungaro-coal-fired-pizza-cafe-staten-island,Ungaro Coal Fired Pizza Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/ktls8yJPOMD6HQaDFGazwA/o.jpg,False,https://www.yelp.com/biz/ungaro-coal-fired-pizza-cafe-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,55,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",5.0,['delivery'],+16469684777,(646) 968-4777,589.8729371843552,40.62624,-74.13315,1298 Forest Ave,,,Staten Island,10302,US,NY,"['1298 Forest Ave', 'Staten Island, NY 10302']",$$,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
18,GXq2Qsm--A7QQt9rTXldig,deninos-pizzeria-and-tavern-staten-island-4,Denino's Pizzeria & Tavern,https://s3-media1.fl.yelpcdn.com/bphoto/F62xvRp4vBIK8pzV3UhtTQ/o.jpg,False,https://www.yelp.com/biz/deninos-pizzeria-and-tavern-staten-island-4?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,928,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.0,"['delivery', 'pickup']",+17184429401,(718) 442-9401,171.14954253831277,40.6302266718896,-74.1402754933448,524 Port Richmond Ave,,,Staten Island,10302,US,NY,"['524 Port Richmond Ave', 'Staten Island, NY 10302']",$$,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
19,_4ztTCCumLK79ZJkNqL3ZQ,blue-staten-island,Blue,https://s3-media1.fl.yelpcdn.com/bphoto/mPW1UARnFI0rTpuq97gtGA/o.jpg,False,https://www.yelp.com/biz/blue-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,462,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"['delivery', 'pickup']",+17182737777,(718) 273-7777,3215.642413636382,40.645338,-74.107791,1115 Richmond Ter,,,Staten Island,10310,US,NY,"['1115 Richmond Ter', 'Staten Island, NY 10310']",$$$,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
20,KAV7h2oKYSpOkLvsq3yduA,banh-mi-house-staten-island,Banh Mi House,https://s3-media4.fl.yelpcdn.com/bphoto/zRaA-QKzPOWTYfyCFCQoBA/o.jpg,False,https://www.yelp.com/biz/banh-mi-house-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,45,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"['delivery', 'pickup']",+13478617473,(347) 861-7473,2227.2974276835807,40.613462684628054,-74.1224132,565 Manor Rd,,,Staten Island,10314,US,NY,"['565 Manor Rd', 'Staten Island, NY 10314']",,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
21,yZdql8Gs3LtfFm_bvJB7oQ,jerk-shack-caribbean-food-truck-staten-island,Jerk Shack Caribbean Food Truck,https://s3-media2.fl.yelpcdn.com/bphoto/g6N7y4qnUOrHpy7VjaL0tg/o.jpg,False,https://www.yelp.com/biz/jerk-shack-caribbean-food-truck-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,27,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.5,"['delivery', 'pickup']",+13479374340,(347) 937-4340,1474.9486810898973,40.6340762,-74.1230641,,,,Staten Island,10301,US,NY,"['Staten Island, NY 10301']",,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
22,na-KnRoqVuSoDrSX-y17aw,the-local-staten-island,The Local,https://s3-media1.fl.yelpcdn.com/bphoto/Vh7lx160oDb1lfObj-vjjQ/o.jpg,False,https://www.yelp.com/biz/the-local-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,25,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,[],+17188166366,(718) 816-6366,1602.62891721518,40.62049,-74.1238,316 Manor Rd,,,Staten Island,10314,US,NY,"['316 Manor Rd', 'Staten Island, NY 10314']",$$,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
23,xeSw2Aj5QNnQAotdwgfH9Q,hks-kitchen-staten-island,HKS KITCHEN,https://s3-media4.fl.yelpcdn.com/bphoto/cSpqwmeKFuHB6lOxBw8TEw/o.jpg,False,https://www.yelp.com/biz/hks-kitchen-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,42,"[{'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}]",4.0,"['delivery', 'pickup']",+17186686838,(718) 668-6838,5140.794038229743,40.594238492674926,-74.0989244,1434D Richmond Rd,,,Staten Island,10304,US,NY,"['1434D Richmond Rd', 'Staten Island, NY 10304']",,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
24,qn9dgCRGNjHKDGilBamkiw,noodlefan-castleton-corners,Noodlefan,https://s3-media4.fl.yelpcdn.com/bphoto/9HZH1BnBk3-ndVgRzmUnHQ/o.jpg,False,https://www.yelp.com/biz/noodlefan-castleton-corners?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,184,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"['delivery', 'pickup']",+17187277499,(718) 727-7499,2178.706576168917,40.61319,-74.12367,1809 Victory Blvd,,,Castleton Corners,10314,US,NY,"['1809 Victory Blvd', 'Castleton Corners, NY 10314']",$$,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
25,eqnfdyN5hWRgmnF-yhIZEw,nicki-s-place-staten-island,Nicki’s place,https://s3-media3.fl.yelpcdn.com/bphoto/O2RINkF9Il805WTxGUWrig/o.jpg,False,https://www.yelp.com/biz/nicki-s-place-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,1,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,"['delivery', 'pickup']",+17183511234,(718) 351-1234,2029.1572998239535,40.612969,-74.127443,1903 Victory Blvd,,,Staten Island,10314,US,NY,"['1903 Victory Blvd', 'Staten Island, NY 10314']",,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
26,vHBQjpyUBlkZXh6xTpIANg,hitto-ramen-staten-island,Hitto Ramen,https://s3-media1.fl.yelpcdn.com/bphoto/kZMcLhlv8tCDBvrMko0esg/o.jpg,False,https://www.yelp.com/biz/hitto-ramen-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,33,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,"['delivery', 'pickup']",+16465403973,(646) 540-3973,2297.4161595991795,40.6129277,-74.12196265126265,1756 Victory Blvd,,,Staten Island,10314,US,NY,"['1756 Victory Blvd', 'Staten Island, NY 10314']",,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
27,oFRunHixOnSVqhP59IrczQ,bossa-fish-elizabeth,Bossa Fish,https://s3-media4.fl.yelpcdn.com/bphoto/jaV1JnTXOyJspf2SE6avWg/o.jpg,False,https://www.yelp.com/biz/bossa-fish-elizabeth?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,94,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,"['delivery', 'pickup']",+19085766382,(908) 576-6382,4641.000705522125,40.656,-74.18082,230 Trumbull St,,,Elizabeth,07206,US,NJ,"['230 Trumbull St', 'Elizabeth, NJ 07206']",$$,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
28,1zdtxNVUsjkOI0pzXg0RKw,lil-m-bubble-tea-staten-island,Lil M Bubble Tea,https://s3-media2.fl.yelpcdn.com/bphoto/hi318O3Yo-9BvINQukgnYg/o.jpg,False,https://www.yelp.com/biz/lil-m-bubble-tea-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,11,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"['delivery', 'pickup']",,,2258.307447545073,40.61316851339699,-74.12230685029567,1764 Victory Blvd,,,Staten Island,10314,US,NY,"['1764 Victory Blvd', 'Staten Island, NY 10314']",$,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
29,MAd2l4Cmgk8r8v0FxIBsVQ,yummy-machi-staten-island-3,Yummy Machi,https://s3-media4.fl.yelpcdn.com/bphoto/5W49FelXEBIuhQz4rXbGhQ/o.jpg,False,https://www.yelp.com/biz/yummy-machi-staten-island-3?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,79,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.5,"['delivery', 'pickup']",+17188767788,(718) 876-7788,2134.929024461265,40.626408,-74.164168,2236 Forest Ave,Ste 3,,Staten Island,10303,US,NY,"['2236 Forest Ave', 'Ste 3', 'Staten Island, NY 10303']",$,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
30,9RUSWWgOVxOlVD7QmPTyAw,the-point-tavern-staten-island,The Point Tavern,https://s3-media3.fl.yelpcdn.com/bphoto/ArbwbNwXnzyMx-g1elNNHA/o.jpg,False,https://www.yelp.com/biz/the-point-tavern-staten-island?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,11,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",5.0,[],,,1704.9734571383794,40.62888,-74.11889,879 Forest Ave,,,Staten Island,10310,US,NY,"['879 Forest Ave', 'Staten Island, NY 10310']",,680,"{'center': {'longitude': -74.13917541503906, 'latitude': 40.62893359150888}}",Restaurant
