,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,price,total,region,Restaurant or Attraction?
10,ciHt5n5rmpby1YcC_6JVrg,bronx-alehouse-bronx-2,Bronx Alehouse,https://s3-media2.fl.yelpcdn.com/bphoto/6FQ3Ej0DroZKwmAYclZkeA/o.jpg,False,https://www.yelp.com/biz/bronx-alehouse-bronx-2?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,977,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.0,"['delivery', 'pickup']",+17186010204,(718) 601-0204,792.3279038178175,40.8846317,-73.899705,216 W 238th St,,,Bronx,10463,US,NY,"['216 W 238th St', 'Bronx, NY 10463']",$$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
11,C3spvfEd8JQJie-yixRgpQ,com-tam-ninh-kieu-bronx,Com Tam Ninh Kieu,https://s3-media2.fl.yelpcdn.com/bphoto/Xo9ZOIVz2y7Eo4_xxh4BdA/o.jpg,False,https://www.yelp.com/biz/com-tam-ninh-kieu-bronx?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,511,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"['delivery', 'pickup']",+17184503833,(718) 450-3833,1505.890333437284,40.86702,-73.8982,2641 Jerome Ave,,,Bronx,10468,US,NY,"['2641 Jerome Ave', 'Bronx, NY 10468']",$$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
12,RXGa5YeRxilvUQFmbFPopQ,the-last-stop-bronx,The Last Stop,https://s3-media3.fl.yelpcdn.com/bphoto/YRnlwxyCWOgfZTtfFrMnJw/o.jpg,False,https://www.yelp.com/biz/the-last-stop-bronx?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,134,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'indpak', 'title': 'Indian'}]",4.5,['delivery'],+13474496679,(347) 449-6679,1307.7157555360657,40.88976,-73.89854,5977 Broadway,,,Bronx,10471,US,NY,"['5977 Broadway', 'Bronx, NY 10471']",$$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
13,6B3iu_WSfyZU2fqSH1GTzQ,kingsbridge-social-club-bronx-2,Kingsbridge Social Club,https://s3-media2.fl.yelpcdn.com/bphoto/3uvTUDilkc5m-AFcPyYnBg/o.jpg,False,https://www.yelp.com/biz/kingsbridge-social-club-bronx-2?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,279,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.5,"['delivery', 'pickup']",+13473465180,(347) 346-5180,675.5487426378987,40.88455,-73.90194,3625 Kingsbridge Ave,,,Bronx,10463,US,NY,"['3625 Kingsbridge Ave', 'Bronx, NY 10463']",$$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
14,X1BZfOYWmG6X9x3yT7QbZw,jakes-steakhouse-bronx-bronx-3,Jake's Steakhouse - Bronx,https://s3-media2.fl.yelpcdn.com/bphoto/f3ytcfxqOkDH0ep-bmUcgw/o.jpg,False,https://www.yelp.com/biz/jakes-steakhouse-bronx-bronx-3?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,284,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.0,['delivery'],+17185810182,(718) 581-0182,1546.6904249901115,40.891706,-73.897689,6031 Broadway,,,Bronx,10471,US,NY,"['6031 Broadway', 'Bronx, NY 10471']",$$$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
15,ly5qAJeCC7z3ShSQ9kh3Ug,fridas-tacos-bronx,Frida's Tacos,https://s3-media4.fl.yelpcdn.com/bphoto/dgnVa6sIcYQOqF9bMSfVpw/o.jpg,False,https://www.yelp.com/biz/fridas-tacos-bronx?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,111,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.5,"['delivery', 'pickup']",+13472752499,(347) 275-2499,2972.7551928869816,40.90534,-73.89781,5786 Mosholu Ave,,,Bronx,10471,US,NY,"['5786 Mosholu Ave', 'Bronx, NY 10471']",$$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
16,PCleT-gb3KNqNCyM2ZQ5Dg,baby-crab-bronx,Baby Crab,https://s3-media2.fl.yelpcdn.com/bphoto/HhmsmAy7gCThDnfVZ1XR3A/o.jpg,False,https://www.yelp.com/biz/baby-crab-bronx?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,20,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,"['delivery', 'pickup']",+16316027775,(631) 602-7775,551.4329435255308,40.882864342757514,-73.90139145310188,5740 Broadway,Unit C,,Bronx,10463,US,NY,"['5740 Broadway', 'Unit C', 'Bronx, NY 10463']",$$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
17,BJn68qCExYQrPCT7CeOpzw,moon-star-grill-riverdale,Moon Star Grill,https://s3-media1.fl.yelpcdn.com/bphoto/mbHCN5CL1hH1X2cf56I0cg/o.jpg,False,https://www.yelp.com/biz/moon-star-grill-riverdale?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,133,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.0,"['delivery', 'pickup']",+17184322570,(718) 432-2570,833.8734692352027,40.8861089331436,-73.909908766271,3519-25 Johnson Ave,,,Riverdale,10463,US,NY,"['3519-25 Johnson Ave', 'Riverdale, NY 10463']",$$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
18,KAxYFGyOQ7ysCmYmh8jKtw,the-bronx-public-bronx,The Bronx Public,https://s3-media1.fl.yelpcdn.com/bphoto/MXu6y71DnxB4tV922K0OcA/o.jpg,False,https://www.yelp.com/biz/the-bronx-public-bronx?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,592,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"['delivery', 'pickup']",+17187086447,(718) 708-6447,229.19266496428952,40.87827,-73.90341,170 W 231st St,,,Bronx,10463,US,NY,"['170 W 231st St', 'Bronx, NY 10463']",$$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
19,HVeQNs_7zh3m-xCZ1ugslA,beans-and-vines-inwood,Beans and Vines,https://s3-media2.fl.yelpcdn.com/bphoto/_cTpWPOniZf-wYrUaQJShw/o.jpg,False,https://www.yelp.com/biz/beans-and-vines-inwood?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,451,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"['delivery', 'pickup']",+16469280209,(646) 928-0209,2177.919561759773,40.86651,-73.92549,4799 Broadway,,,Inwood,10034,US,NY,"['4799 Broadway', 'Inwood, NY 10034']",$$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
20,Ii3nNOFdYoopliJ-rX6u6w,mama-taco-new-york,Mama Taco,https://s3-media3.fl.yelpcdn.com/bphoto/CUqTUIS0siVpA-rGvl6f4A/o.jpg,False,https://www.yelp.com/biz/mama-taco-new-york?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,46,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"['delivery', 'restaurant_reservation', 'pickup']",+16466660170,(646) 666-0170,1393.7131124141033,40.869701,-73.916631,5025 Broadway,,,New York,10034,US,NY,"['5025 Broadway', 'New York, NY 10034']",,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
21,DpOhfKF92bZPqN9NPreTEg,cocina-chente-bronx,Cocina Chente,https://s3-media1.fl.yelpcdn.com/bphoto/FkywlybrTvcSwoxx04kxJw/o.jpg,False,https://www.yelp.com/biz/cocina-chente-bronx?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,217,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"['delivery', 'pickup']",+13478438081,(347) 843-8081,780.8806687497549,40.88620632793199,-73.9071951348118,3535 Riverdale Ave,,,Bronx,10463,US,NY,"['3535 Riverdale Ave', 'Bronx, NY 10463']",$$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
22,UU-VNxsgJ3BWgpVQbUChig,beccofino-bronx,Beccofino,https://s3-media2.fl.yelpcdn.com/bphoto/aCx4qEC_ZgAlXCfpBdr3IQ/o.jpg,False,https://www.yelp.com/biz/beccofino-bronx?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,159,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"['delivery', 'pickup']",+17184322604,(718) 432-2604,2936.233544689573,40.9053542,-73.9004326,5704 Mosholu Ave,,,Bronx,10471,US,NY,"['5704 Mosholu Ave', 'Bronx, NY 10471']",$$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
23,wjEtvT8LmxQkPdiVMKjxIA,la-casa-de-frida-bronx-2,La Casa De Frida,https://s3-media1.fl.yelpcdn.com/bphoto/j7Lm3549WDvIKr4ZjeA9UQ/o.jpg,False,https://www.yelp.com/biz/la-casa-de-frida-bronx-2?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,16,"[{'alias': 'newmexican', 'title': 'New Mexican Cuisine'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'dominican', 'title': 'Dominican'}]",4.0,"['delivery', 'pickup']",+13472027126,(347) 202-7126,2426.346903911142,40.87302,-73.87837,307 E 204th St,,,Bronx,10467,US,NY,"['307 E 204th St', 'Bronx, NY 10467']",,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
24,gED3ep4dX5FP_FYVTkokIQ,salvatores-of-soho-bronx,Salvatores of Soho,https://s3-media1.fl.yelpcdn.com/bphoto/M3T_9Os_YvRabxjc2t54iQ/o.jpg,False,https://www.yelp.com/biz/salvatores-of-soho-bronx?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,335,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,['delivery'],+17185487499,(718) 548-7499,941.021227614608,40.8875232,-73.90704,3738 Riverdale Ave,,,Bronx,10463,US,NY,"['3738 Riverdale Ave', 'Bronx, NY 10463']",$$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
25,TT5mZK_wX9gcWW1QWgfENQ,casa-tuya-new-york,Casa Tuya,https://s3-media2.fl.yelpcdn.com/bphoto/-ALJvZisB749NyEQm10KCA/o.jpg,False,https://www.yelp.com/biz/casa-tuya-new-york?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,21,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'latin', 'title': 'Latin American'}]",5.0,"['delivery', 'pickup']",+16463704184,(646) 370-4184,2644.332975519593,40.86249292897329,-73.92819779999999,25 Sherman Ave,,,New York,10040,US,NY,"['25 Sherman Ave', 'New York, NY 10040']",,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
26,mpLBi8rcR_aAKGYOr3R22A,sazon-stizzy-bronx,Sazon Stizzy,https://s3-media1.fl.yelpcdn.com/bphoto/Sop9v6XpMWNvOxtPesdh3A/o.jpg,False,https://www.yelp.com/biz/sazon-stizzy-bronx?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,5,"[{'alias': 'latin', 'title': 'Latin American'}]",4.5,"['delivery', 'pickup']",,,824.0653609014084,40.88357,-73.89782,126 W 238th St,,,Bronx,10463,US,NY,"['126 W 238th St', 'Bronx, NY 10463']",,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
27,K0UNoqk1PczdaiZfoMRbEA,greek-express-bronx,Greek Express,https://s3-media2.fl.yelpcdn.com/bphoto/VGHBPr65VbTtLIkd7Q2yDQ/o.jpg,False,https://www.yelp.com/biz/greek-express-bronx?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,251,"[{'alias': 'greek', 'title': 'Greek'}]",4.0,['delivery'],+17186014976,(718) 601-4976,923.827700671726,40.887465130647726,-73.90755915766862,3733 Riverdale Ave,,,Bronx,10463,US,NY,"['3733 Riverdale Ave', 'Bronx, NY 10463']",$$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
28,7yGBu-m5K7oWwtu_kdUoDQ,galicia-tapas-new-york,Galicia Tapas,https://s3-media1.fl.yelpcdn.com/bphoto/TfgMbf0DLDylG4Ymktkn8w/o.jpg,False,https://www.yelp.com/biz/galicia-tapas-new-york?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,56,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"['delivery', 'pickup']",+16466785132,(646) 678-5132,1850.4506139435048,40.8667205254913,-73.9203661680222,575 W 207th St,,,New York,10034,US,NY,"['575 W 207th St', 'New York, NY 10034']",$$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
29,14ZfGmmGlC9bWLEggdy_XA,uptown-crepes-new-york-2,Uptown Crepes,https://s3-media3.fl.yelpcdn.com/bphoto/kNgvVFB6wt0cGVzzM_1qEA/o.jpg,False,https://www.yelp.com/biz/uptown-crepes-new-york-2?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,17,"[{'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'waffles', 'title': 'Waffles'}]",4.5,"['delivery', 'pickup']",+12127950979,(212) 795-0979,5616.001988748684,40.83698,-73.94243,3878 Broadway Ave,,,New York,10032,US,NY,"['3878 Broadway Ave', 'New York, NY 10032']",,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
30,xuMM_EDCM7X4sSN1rVcDXg,tibbett-diner-bronx,Tibbett Diner,https://s3-media1.fl.yelpcdn.com/bphoto/dB0Vc1twjTO67i7aFN9RfA/o.jpg,False,https://www.yelp.com/biz/tibbett-diner-bronx?adjust_creative=xmadmbmbf8bnC8F5t9mdMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xmadmbmbf8bnC8F5t9mdMg,133,"[{'alias': 'diners', 'title': 'Diners'}]",4.0,"['delivery', 'pickup']",+17185498893,(718) 549-8893,293.6383539260818,40.88038,-73.90906,3033 Tibbett Ave,,,Bronx,10463,US,NY,"['3033 Tibbett Ave', 'Bronx, NY 10463']",$,2200,"{'center': {'longitude': -73.90588760375977, 'latitude': 40.87925361833044}}",Restaurant
